clam_1,Unknown,Valid,0,22.764748
clam_2,Unknown,Valid,0,418.1283
clam_3,Unknown,Valid,0,12.851472
clam_4,Unknown,Valid,0,243.09097
clam_5,Unknown,Valid,0,79.95738
clam_6,Unknown,Valid,0,121.3487
clam_7,Unknown,Timeout,0,60141.41
clam_8,Unknown,Valid,0,143.76015
clam_9,Unknown,Valid,0,180.28546
clam_10,Unknown,Valid,0,127.23399
clam_11,Unknown,Valid,0,43106.69
clam_12,Unknown,Valid,0,139.46841
clam_13,Unknown,Valid,0,58.368217
clam_14,Unknown,Timeout,0,60059.316
clam_15,Unknown,Valid,0,13.954989
clam_16,Unknown,Valid,0,1473.5446
clam_17,Unknown,Valid,0,283.79883
clam_18,Unknown,Valid,0,43883.156
clam_19,Unknown,Valid,0,396.92923
clam_20,Unknown,Timeout,0,60054.656
clam_21,Unknown,Timeout,0,60120.21
clam_22,Unknown,Valid,0,1035.2192
clam_23,Unknown,Valid,0,1020.96484
clam_24,Unknown,Valid,0,180.97835
clam_25,Unknown,Valid,0,32.74642
clam_26,Unknown,Valid,0,183.51515
clam_27,Unknown,Valid,0,391.8441
clam_28,Unknown,Valid,0,5973.415
clam_29,Unknown,Valid,0,1815.301
clam_30,Unknown,Valid,0,350.46133
clam_31,Unknown,Timeout,0,60025.68
clam_32,Unknown,Timeout,0,60210.25
clam_33,Unknown,Invalid,0,9.966264
clam_34,Unknown,Valid,0,16298.105
clam_35,Unknown,Timeout,0,65610.14
clam_48,Unknown,Valid,0,84.343796
clam_49,Unknown,Invalid,0,8612.092
clam_50,Unknown,Timeout,0,60956.656
clam_75,Unknown,Valid,0,147.77252
clam_76,Unknown,Valid,0,1994.5126
clam_77,Unknown,Timeout,0,60094.793
clam_78,Unknown,Timeout,0,60030.402
clam_79,Unknown,Valid,0,43508.875
clam_80,Unknown,Valid,0,45246.375
clam_81,Unknown,Timeout,0,60144.89
clam_82,Unknown,Valid,0,13144.326
clam_83,Unknown,Timeout,0,60054.133
clam_84,Unknown,Invalid,0,23.353828
clam_85,Unknown,Valid,0,70.14448
