clam_1,Unknown,Valid,0,14.424427
clam_2,Unknown,Valid,0,49.31807
clam_3,Unknown,Valid,0,15.340713
clam_4,Unknown,Valid,0,83.05422
clam_5,Unknown,Valid,0,70.45396
clam_6,Unknown,Valid,0,123.33867
clam_7,Unknown,Valid,0,212.08368
clam_8,Unknown,Valid,0,273.49326
clam_9,Unknown,Valid,0,614.9483
clam_10,Unknown,Valid,0,58.226147
clam_11,Unknown,Valid,0,1606.395
clam_12,Unknown,Valid,0,165.22255
clam_13,Unknown,Valid,0,65.115616
clam_14,Unknown,Timeout,0,600656.5
clam_15,Unknown,Valid,0,7.69415
clam_16,Unknown,Valid,0,29.778313
clam_17,Unknown,Valid,0,110.250885
clam_18,Unknown,Valid,0,43575.26
clam_19,Unknown,Valid,0,105.448326
clam_20,Unknown,Valid,0,162.79932
clam_21,Unknown,Timeout,0,609950.06
clam_22,Unknown,Valid,0,69.2487
clam_23,Unknown,Valid,0,267.74963
clam_24,Unknown,Valid,0,10.8678
clam_25,Unknown,Valid,0,21.427029
clam_26,Unknown,Valid,0,37.70373
clam_27,Unknown,Valid,0,413.0995
clam_28,Unknown,Valid,0,5373.7744
clam_29,Unknown,Invalid,0,476885.8
clam_30,Unknown,Valid,0,192.42508
clam_31,Unknown,Invalid,0,73040.03
clam_32,Unknown,Invalid,0,43649.285
clam_33,Unknown,Invalid,0,12.106428
clam_34,Unknown,Valid,0,20520.074
clam_35,Unknown,Timeout,0,611486.75
clam_48,Unknown,Valid,0,101.28777
clam_49,Unknown,Timeout,0,601773.06
clam_50,Unknown,Timeout,0,603093.2
clam_75,Unknown,Valid,0,150.00592
clam_76,Unknown,Valid,0,2190.8552
clam_77,Unknown,Timeout,0,600492.75
clam_78,Unknown,Valid,0,312609.28
clam_79,Unknown,Valid,0,40216.56
clam_80,Unknown,Valid,0,1675.1936
clam_81,Unknown,Timeout,0,601421.4
clam_82,Unknown,Valid,0,11345.438
clam_83,Unknown,Timeout,0,600361.2
clam_84,Unknown,Invalid,0,14.508182
clam_85,Unknown,Valid,0,164.45844
